word,phonetic
batman,"/batˈman/"
baton,"/ˈbætɒn/"
bats,"/bæts/"
battalion,"/bəˈtælɪən/"
batted,"/ˈbætɪd/"
batteries,"/ˈbæt(ə)ɹiz/"
battering,"/ˈbætəɹɪŋ(ɡ)/"
battery,"/ˈbætəɹi/"
batting,"/ˈbætɪŋ/"
battle,"/ˈbætəl/"
battleground,"/ˈbætəlˌɡɹaʊnd/"
battlement,"[ˈbætəɫmənt]"
battles,"/ˈbætl̩z/"
bauble,"[ˈbɒbəɫ]"
baud,"/bɔːd/"
baulk,"[bɔːɫk]"
bauxite,"/ˈbɔːksaɪt/"
bawdy,"/ˈbɔːdi/"
bawl,"[bɔːɫ]"
bay,"/beɪ/"
bayed,"/beɪd/"
bayonet,"/ˈbeɪə(ʊ)nɛt/"
bays,"/beɪz/"
bazaar,"/bəˈzaː/"
bazooka,"/bəˈzuːkə/"
beach,"/biːt͡ʃ/"
beached,"/biːtʃt/"
beaches,"/ˈbiːtʃɪz/"
beaching,"/ˈbiːtʃɪŋ/"
beacon,"/ˈbiːkən/"
beacons,"/ˈbiːkənz/"
bead,"/biːd/"
beaded,"/ˈbiːdɪd/"
beading,"/ˈbiːdɪŋ/"
beadle,"[ˈbiːdəɫ]"
beads,"/biːdz/"
beady,"/ˈbiːdi/"
beagle,"[biːɡəɫ]"
beak,"/biːk/"
beaks,"/biːks/"
beam,"/biːm/"
beams,"/biːmz/"
bean,"/biːn/"
beanbag,"/ˈbiːnbæɡ/"
beanie,"/ˈbiː.ni/"
beans,"/biːnz/"
bear,"/bɛə(ɹ)/"
bearable,"/ˈbɛəɹəbəɫ/"
beard,"/bɪəd/"
bearded,"/ˈbɪədəd/"
bearer,"/ˈbɛəɹə/"
bearing,"/ˈbɛə̯ɹɪŋ/"
bears,"/bɛəz/"
bearskin,"/ˈbɛə.skɪn/"
beast,"/biːst/"
beastly,"/ˈbiːstli/"
beasts,"/biːsts/"
beat,"/biːt/"
beaten,"/ˈbit(ə)n/"
beater,"/ˈbiːtə/"
beatific,"/bɪəˈtɪfɪk/"
beatification,"/biˌætɪfɪˈkeɪʃən/"
beatify,"/biːˈætɪfaɪ/"
beating,"/ˈbiːtɪŋ/"
beatings,"/ˈbiːtɪŋz/"
beatitude,"/biːˈætɪtjuːd/"
beatnik,"/ˈbiːtnɪk/"
beats,"/biːts/"
beau,"/bəʊ/"
beaus,"/bəʊz/"
beauteous,"/ˈbjuːtɪəs/"
beautician,"/bjuːˈtɪʃən/"
beauties,"/ˈbjuːtiz/"
beautifies,"/ˈbju.tə.faɪz/"
beautiful,"/ˈbjuːtɪfəl/"
beautifully,"/ˈbjuːtɪf(ə)li/"
beautify,"/ˈbjuː.tɪ.faɪ/"
beauts,"/bjuːts/"
beauty,"/ˈbuːti/"
beaux,"/bəʊ/"
beaver,"/ˈbiːvə/"
bebop,"/ˈbiːbɒp/"
becalm,"/bɪˈkɑːm/"
became,"/bɪˈkeɪm/"
because,"/bɪˈkɒz/"
beck,"/ˈbɛk/"
beckon,"/ˈbɛkən/"
beckoned,"/ˈbɛkənd/"
beckoning,"/ˈbɛkənɪŋ/"
beckons,"/ˈbɛkənz/"
become,"/bəˈkʊm/"
becomes,"/bəˈkʌmz/"
becoming,"/bɪˈkʊmɪŋɡ/"
bed,/bed/
bedazzle,"/bɪˈdæzl̩/"
bedded,"/ˈbɛdɪd/"
bedding,"/ˈbɛdɪŋ/"
bedecked,"/bɪˈdɛkd/"
bedevil,"[bɪˈdɛvəɫ]"
bedlam,"/ˈbɛdləm/"
bedouin,"/ˈbɛd.wɪn/"
bedridden,"/ˈbɛdɹɪdən/"
bedroom,"/ˈbɛdɹʊm/"
beds,"/bɛdz/"
bedside,"/ˈbɛdˌsaɪd/"
bedsit,"/ˈbɛdˌsɪt/"
bedtime,"/ˈbɛdtaɪm/"
bee,"/ˈbiː/"
beech,"/biːt͡ʃ/"
beechnut,"/ˈbiːtʃˌnʌt/"
beef,"/biːf/"
beefcake,"/ˈbiːfˌkeɪk/"
beefy,"/ˈbiːfi/"
beehive,"/ˈbiːhaɪv/"
beehives,"/ˈbiːhaɪvz/"
beeline,"/ˈbiːlaɪn/"
been,"/biːn/"
beep,"/biːp/"
beeper,"/ˈbiːpə/"
beeping,"/ˈbiːpɪŋ/"
beeps,"/biːps/"
beer,"/bɛə/"
beer,"/ˈbiː.ə/"
beers,"/biɹz/"
beery,"/ˈbɪəɹi/"
bees,"/biːz/"
beeswax,"/ˈbizwæks/"
beet,"/biːt/"
beetle,"[ˈbiɾəɫ]"
beets,"/biːts/"
befall,"/bɪˈfɔːl/"
befallen,"/bɪˈfɔlən/"
befell,"/bɪˈfɛl/"
befitting,"/biːˈfɪt.ɪŋ/"
before,"/bɪˈfɔː/"
beforehand,"/bɪˈfɔːhænd/"
befriend,"/bɪˈfɹɛnd/"
befuddle,"/bɪˈfʌdl/"
beg,"/bɛɡ/"
began,"/bɪˈɡæn/"
begat,"/biˈɡæt/"
beggar,"/ˈbɛɡə/"
beggary,"/ˈbɛɡəɹi/"
begged,"/bɛɡd/"
begging,"/ˈbɛɡɪŋ/"
begin,"/biˈɡɪn/"
beginner,"/bɪˈɡɪnə/"
beginning,"/bɪˈɡɪn.ɪŋ/"
begins,"/bəˈɡɪnz/"
begone,"/biːˈɡɒn/"
begone,"/bəˈɡɒn/"
begotten,"/bɪˈɡɒt.ən/"
begrudge,"/bɪˈɡɹʌdʒ/"
begs,"/bɛɡz/"
beguile,"/bɪˈɡaɪl/"
begun,"/bɪˈɡʌn/"
behave,"/bəˈheɪv/"
behaved,"/bəˈheɪvd/"
behaviour,"/bɪˈheɪvjə/"
behead,"/bɪˈhɛd/"
beheld,"/bɪˈhɛld/"
behemoth,"/bəˈhi(ː)məθ/"
behest,"/biˈhɛst/"
behind,"/bəˈhaɪnd/"
behold,"/bɪˈhəʊld/"
beholder,"/bɪˈhəʊldə/"
beige,"/ˈbeɪdʒ/"
being,"/ˈbiːɪŋ/"
beings,"/ˈbiːɪŋz/"
bel,"/bɛl/"
belabour,"/bɪˈleɪ.bə/"
belay,"/bɪˈleɪ/"
belch,"/ˈbɛltʃ/"
belched,"/bɛltʃt/"
belches,"/ˈbɛltʃɪz/"
belching,"/ˈbɛltʃɪŋ/"
beleaguered,"/bɪˈliːɡəd/"
belfries,"/ˈbɛlfɹiz/"
belfry,"/ˈbɛlfɹi/"
belie,"/bɪˈlʌɪ/"
belief,"/bəˈliːf/"
believe,"/bɪˈliːv/"
bell,"/bɛl/"
belladonna,"/ˌbɛləˈdɒnə/"
belle,"/bɛl/"
belled,"/bɛld/"
bellies,"/ˈbɛliz/"
bellow,"/ˈbɛləʊ/"
bellowed,"/ˈbɛləʊd/"
bellows,"/ˈbɛl.əʊz/"
bells,"/bɛlz/"
belly,"/bɛli/"
belong,"/bɪˈlɒŋ/"
belonged,"/bɪˈlɒŋd/"
belonging,"/bɪˈlɒŋɪŋ/"
belongs,"/bɪˈlɒŋz/"
below,"/bɪˈləʊ/"
belt,"/bɛlt/"
belted,"/ˈbɛltɪd/"
belting,"/ˈbɛltɪŋ/"
beltings,"/ˈbɛltɪŋz/"
belts,"/bɛlts/"
bemoan,"/bɪˈməʊn/"
ben,"/bɛn/"
benches,"/ˈbɛntʃɪz/"
bend,"/bɛnd/"
bending,"/ˈbɛndɪŋ/"
bends,"/bɛndz/"
beneath,"/bɪˈniːθ/"
benefaction,"/bɛnɪˈfakʃ(ə)n/"
benefactor,"/ˈbɛnəˌfaktə/"
benefice,"/ˈbɛnɪfɪs/"
beneficent,"/bəˈnɛf.ə.sənt/"
beneficial,"/ˌbɛnəˈfɪʃəl/"
benefit,"/ˈbɛn.ɪ.fɪt/"
benevolence,"/bəˈnɛvələns/"
benevolent,"/bəˈnɛvələnt/"
benighted,"/bɪˈnaɪtɪd/"
benign,"/bɪˈnaɪn/"
benignity,"/bəˈnɪɡnəti/"
bent,"/bɛnt/"
benzene,"/ˈbɛnziːn/"
bequeath,"/bɪˈkwiːð/"
bequest,"/bɪˈkwɛst/"
berate,"/bɪˈɹeɪt/"
bereaved,"/bɪˈriːvd/"
bereft,"/bəˈɹɛft/"
beret,"/ˈbeɹ.eɪ/"
berry,"/ˈbɛɹi/"
berserk,"/bə(ɹ)ˈzɜː(ɹ)k/"
berth,"/bɜːθ/"
beryl,"/ˈbɛɹəl/"
beryllium,"/bəˈɹɪli.əm/"
beseech,"/bɪˈsiːt͡ʃ/"
beset,"/bɪˈsɛt/"
beside,"/bɪˈsaɪd/"
besides,"/biˈsaɪdz/"
besiege,"/bəˈsiːd͡ʒ/"
besieged,"/bəˈsiːd͡ʒd/"
bespeak,"/bɪˈspiːk/"
bespectacled,"/bɪˈspɛktəkəld/"
bespoke,"/bɪˈspəʊk/"
best,"/ˈbɛst/"
bestial,"/ˈbɛs.ti.əl/"
bestiality,"/ˈbɛstʃəlˌlɪtɪ/"
bestir,"/bɪˈstɜː/"
bestow,"/bɪˈstəʊ/"
bestowed,"/bɪˈstəʊd/"
bestride,"/bəˈstɹaɪd/"
bests,"/bɛsts/"
bet,"/ˈbɛt/"
beta,"/ˈbiːtə/"
betide,"/bɪˈtaɪd/"
betimes,"/bəˈtaɪmz/"
betoken,"/bɪˈtoʊ.kən/"
betray,"/bəˈtɹeɪ/"
betrayal,"/bɪˈtɹeɪəl/"
betrayed,"/bɪˈtɹeɪd/"
betroth,"/bəˈtɹoʊð/"
betrothed,"/bɪˈtɹəʊðd/"
bets,"/bɛts/"
betted,"/ˈbɛtəd/"
better,"[ˈbeɾə]"
betting,"/ˈbɛtɪŋ/"
between,"/bɪˈtwiːn/"
betwixt,"/bɪˈtwɪkst/"
bevel,"/ˈbɛvəl/"
beverage,"/ˈbevəɹɪdʒ/"
bevvy,"/ˈbɛvi/"
bevy,"/ˈbɛvi/"
bewail,"/bɪˈweɪl/"
beware,"/biˈwɛə(ɹ)/"
bewilder,"/bɪˈwɪldə(ɹ)/"
bewildered,"/bəˈwɪldəd/"
bewildering,"/bɪˈwɪldəɹɪŋ/"
bewilderment,"/bɪˈwɪldəmənt/"
bewitch,"/bəˈwɪtʃ/"
bewitched,"/bɪˈwɪtʃt/"
bewitching,"/bəˈwɪtʃɪŋ/"
beyond,"/biˈjɒnd/"
bias,"/ˈbaɪəs/"
biased,"/ˈbaɪəst/"
biases,"/ˈbaɪəsɪz/"
bib,"/bɪb/"
bible,"/ˈbaɪbəl/"
biblical,"/ˈbɪblɪkəl/"
bibliography,"/bɪbliɒɡɹəfi/"
bibs,"/bɪbz/"
bicameral,"/bʌɪˈkaməɹəl/"
bicarb,"/ˈbaɪˌkɑɹb/"
biceps,"/ˈbaɪ.sɛps/"
bicker,"/ˈbɪkə/"
bicycle,"/ˈbaɪsɪkl̩/"
bid,"/bɪd/"
bidden,"/ˈbɪdn̩/"
bidder,"/ˈbɪdɚ/"
bidding,"/ˈbɪdɪŋ/"
bide,"/baɪd/"
bided,"/ˈbaɪdɪd/"
bides,"/baɪdz/"
bidet,"[ˈbiːdeɪ]"
biding,"/ˈbaɪdɪŋ/"
bidirectional,"/ˌbaɪdɪˈɹɛkʃənəl/"
bids,"/bɪdz/"
biennial,"/baɪˈɛnɪəl/"
bier,"/bɪə/"
bifurcation,"/ˌbaɪfəˈkeɪʃən/"
big,"/bɪɡ/"
bigamy,"/ˈbɪɡəmi/"
bigger,"/ˈbɪɡə/"
biggest,"/ˈbɪɡəst/"
bigot,"/ˈbɪɡət/"
bigotry,"/ˈbɪɡ.ə.tɹi/"
bigots,"/ˈbɪɡəts/"
bijou,"/biˈʒuː/"
bike,"[bɐɪk]"
biker,"/ˈbaɪkɚ/"
bikini,"/bɪˈkiːni/"
bilateral,"/baɪˈlætəɹəl/"
bile,"/baɪl/"
bilge,"/bɪldʒ/"
biliary,"/ˈbɪlɪəɹi/"
bilingual,"/baɪˈlɪŋ.ɡju.əl/"
bilious,"/ˈbɪl.i.əs/"
bill,"/bɪl/"
billed,"/bɪld/"
billet,"/ˈbɪlɪt/"
billiard,"/ˈbɪl.i.ə(ɹ)d/"
billiard,"/ˈbɪl.i.ɑː(ɹ)d/"
billiards,"/ˈbɪlɪədz/"
billing,"/ˈbɪlɪŋ/"
billings,"/ˈbɪlɪŋz/"
billion,"/ˈbɪljən/"
billionaire,"/ˌbɪl.i.əˈnɛə(ɹ)/"
billions,"/ˈbɪljənz/"
billionth,"/ˈbɪl.i.ənθ/"
bills,"/bɪlz/"
bimbo,"/ˈbɪmbəʊ/"
bin,"/bɪn/"
binary,"/ˈbaɪ.nə.ɹɪ/"
bind,"/baɪnd/"
binder,"/ˈbaɪndə/"
binding,"/ˈbaɪndɪŋ/"
binds,"/baɪndz/"
bindweed,"/ˈbaɪndwiːd/"
binge,"/bɪndʒ/"
binnacle,"/ˈbɪnəkəl/"
binocular,"/bɪˈnɒkjʊlə(ɹ)/"
binoculars,"/ˈbənˌɒk.jə.lə(ɹ)z/"
binomial,"/baɪˈnəʊ.mi.əl/"
bins,"/bɪnz/"
biodegradable,"/baɪoʊdəˈɡɹeɪdəbl̩/"
biodiversity,"/ˌbaɪoʊdɑɪˈvɚsəti/"
biography,"/baɪˈɒɡɹəfi/"
biological,"/ˌbaɪə(ʊ)ˈlɒdʒɪkəl/"
biology,"/baɪˈɒlədʒɪ/"
biomass,"/ˈbaɪ.ə(ʊ)ˌmæs/"
biomedical,"/ˌbaɪəʊˈmedɪkl/"
bionic,"/ˈbɪˌɒn.ɪk/"
bionics,"/ˈbaɪˌɒnɪks/"
biopsy,"/ˈbaɪɑpsi/"
biota,"/baɪˈəʊtə/"
biotechnology,"/ˈbaɪəʊˌtɛk.nɒl.əʊ.dʒi/"
bipartisan,"/ˈbaɪˌpɑː(ɹ)t.ɪ.zæn/"
biped,"/ˈbaɪpɛd/"
birch,"/bɜːtʃ/"
bird,"/bɜd/"
birds,"/bɜːdz/"
birdwatcher,"/ˈbɜː(ɹ)dˌwɒtʃ.ɘ(ɹ)/"
birdwatching,"/ˈbɜː(ɹ)dˌwɒtʃ.ɪŋ/"
birth,"/bɜːθ/"
birthday,"/ˈbɜːθ.deɪ/"
birthplace,"/ˈbɝθˌpleɪs/"
biscuit,"/ˈbɪskɪt/"
bisect,"/baɪˈsɛkt/"
bisexual,"/baɪˈsɛk.ʃu.əl/"
bishop,"/ˈbɪʃəp/"
bishopric,"/ˈbɪʃəpɹɪk/"
bishops,"/ˈbɪʃəps/"
bismuth,"/ˈbɪz.məθ/"
bison,"/ˈbaɪ̯sən/"
bit,"/bɪt/"
bitch,"/bɪt͡s/"
bitches,"/ˈbɪtʃəz/"
bitching,"/ˈbɪtʃɪŋ/"
bitchy,"/ˈbɪtʃi/"
bite,"/bʌɪt/"
bites,"/baɪts/"
biting,"/ˈbaɪtɪŋ/"
bits,"/bɪts/"
bitten,"/ˈbɪtn̩/"
bitter,"/ˈbɪtə/"
bitterly,"/ˈbɪtəli/"
bittern,"/ˈbɪtən/"
bitterness,"/ˈbɪtənəs/"
bittersweet,"/ˈbɪtɚˌswit/"
bitty,"/bɪti/"
bitumen,"/ˈbɪt.jʊ.mɪn/"
bivalve,"/ˈbaɪvælv/"
bivouac,"/ˈbɪv.u.æk/"
biweekly,"/baɪˈwiːkli/"
biz,"/bɪz/"
bizarre,"/bəˈzɑː(ɹ)/"
blab,"/blæb/"
blabbed,"/blæbd/"
blabber,"/ˈblæb.ə(ɹ)/"
blabs,"/blæbz/"
black,/blak/
blackball,"/ˈblækbɔːl/"
blackberry,"/ˈblækbəɹi/"
blackbird,"/ˈblakbəːd/"
blackboard,"/ˈblækbɔːd/"
blacked,"/blækt/"
blacken,"/ˈblækən/"
blacker,"/ˈblækɚ/"
blackest,"/blækəst/"
blackguard,"/ˈblæɡəd/"
blacking,"/ˈblækɪŋ/"
blackjack,"/ˈblækdʒæk/"
blacklist,"/ˈblæklɪst/"
blacklisted,"/ˈblæk.lɪstəd/"
blackness,"/ˈblæknəs/"
blackout,"/ˈblækaʊt/"
blackouts,"/ˈblækaʊts/"
blacks,"/blæks/"
blacksmith,"/ˈblæk.smɪθ/"
blackthorn,"/ˈblækˌθɔːn/"
bladder,"/ˈblædə/"
blade,"/bleɪd/"
bladed,"/ˈbleɪdɪd/"
blades,"/bleɪdz/"
blah,"/blɑː/"
blame,"/bleɪm/"
blamed,"/bleɪmd/"
blames,"/bleɪmz/"
blameworthy,"/ˈbleɪmˌwɜː(ɹ).ði/"
blaming,"/ˈbleɪmɪŋ/"
blanch,"/blæntʃ/"
blancmange,"/bləˈmɒn(d)ʒ/"
bland,"/blænd/"
blandly,"/ˈblændli/"
blank,"/blæŋk/"
blanket,"/ˈblæŋkɪt/"
blankets,"/blænkɛts/"
blare,"/blɛə(ɹ)/"
blaspheme,"/ˌblæsˈfiːm/"
blasphemous,"/ˈblæs.fəm.əs/"
blasphemy,"/ˈblæs.fə.mi/"
blast,"/blɑːst/"
blasted,"/ˈblɑːst.ɪd/"
blaster,"/ˈblɑːs.tə/"
blatant,"/ˈbleɪtənt/"
blatantly,"/ˈbleɪtəntli/"
blaze,"/bleɪz/"
blazed,"/bleɪzd/"
blazes,"/ˈbleɪzɪz/"
blazing,"/ˈbleɪzɪŋ/"
bleached,"/bliːtʃt/"
bleaching,"/ˈbliːtʃɪŋ/"
bleak,"/bliːk/"
bleat,"/ˈbliːt/"
bled,"/ˈbled/"
bleed,"/ˈbliːd/"
bleeding,"/ˈbliːdɪŋ/"
bleeds,"/ˈbliːdz/"
bleeping,"/ˈbliːpɪŋ/"
blemish,"/ˈblɛmɪʃ/"
blench,"/blɛnt͡ʃ/"
blend,"/blɛnd/"
blended,"/ˈblɛndɪd/"
blender,"/ˈblɛndə/"
blending,"/ˈblɛndɪŋ/"
blends,"/blɛndz/"
bless,"/blɛs/"
blessedness,"/ˈblɛsɪdnɪs/"
blesses,"/ˈblɛsɪz/"
blessing,"/ˈblɛs.ɪŋ/"
blessings,"/ˈblɛs.ɪŋz/"
blew,"/bluː/"
blight,"/blaɪt/"
blighted,"/ˈblaɪtɪd/"
blighting,"/ˈblaɪtɪŋ/"
blights,"/blaɪts/"
blimp,"/blɪmp/"
blimps,"/blɪmps/"
blind,"/blaɪnd/"
blinded,"/ˈblaɪnd.əd/"
blinding,"/ˈblaɪndɪŋ/"
blindingly,"/ˈblaɪndɪŋli/"
blindly,"/ˈblaɪndli/"
blindness,"/ˈblaɪndnəs/"
blinds,"/blaɪndz/"
blink,"/blɪŋk/"
blinker,"/ˈblɪŋkə(ɹ)/"
blinks,"/blɪŋks/"
bliss,"/blɪs/"
blissfully,"/ˈblɪsfli/"
blister,"/ˈblɪstɚ/"
blithe,"/blaɪð/"
blitz,"/blɪts/"
blizzard,"/ˈblɪ.zəd/"
bloated,"/ˈbloʊtɪd/"
bloating,"/ˈbləʊtɪŋ/"
blob,"/blɒb/"
bloc,"/blɒk/"
blockade,"/blɒˈkeɪd/"
blockbuster,"/ˈblɒkˌbʌstə(ɹ)/"
blocks,"/blɒks/"
blocs,"/blɒks/"
blokes,"/bləʊks/"
blond,"/blɒnd/"
blonde,"/blɒnd/"
blonds,"/blɒndz/"
blood,"/blʊd/"
bloodbath,"/ˈblʌdˌbæθ/"
bloodhound,"/ˈblʌd.haʊnd/"
bloodlust,"/ˈblʌdˌlʌst/"
bloodshed,"/ˈblʌdˌʃɛd/"
bloodstream,"/ˈblʌd.stɹɪim/"
bloom,"/bluːm/"
bloomed,"/bluːmd/"
bloomer,"/ˈbluː.mə(ɹ)/"
blooming,"/ˈbluː.mɪŋ/"
blooms,"/bluːmz/"
blossoms,"/ˈblɒ.səms/"
blot,"/blɒt/"
blotch,"/blɒtʃ/"
blouse,"/blaʊs/"
blow,"/bləʊ/"
blowing,"/ˈbləʊ.ɪŋ/"
blown,"/bləʊn/"
blows,"/bləʊz/"
blowtorch,"/ˈbləʊˌtɔːtʃ/"
blue,"/bluː/"
blueprint,"/ˈbluːˌpɹɪnt/"
blues,"/bluːz/"
bluffed,"/blʌft/"
bluffing,"/ˈblʌfɪŋ/"
bluffs,"/blʌfs/"
bluish,"/ˈbluːɪʃ/"
blunder,"/ˈblʌn.də(ɹ)/"
blunt,"/blʌnt/"
blunted,"/ˈblʌntɪd/"
blunting,"/ˈblʌntɪŋ/"
bluntly,"/ˈblʌntli/"
blunts,"/blʌnts/"
blur,"/blɜ(ɹ)/"
blurb,"/blɝ(ː)b/"
blurred,"/blɜːd/"
blurry,"/ˈblɜːɹi/"
blurs,"/blɜːz/"
blush,"/blʌʃ/"
blushed,"/blʌʃt/"
blushes,"/ˈblʌʃɪz/"
blushing,"/ˈblʌʃɪŋ/"
boa,"/ˈbəʊ.ə/"
boar,"/bɔː/"
board,"/bɔːd/"
boarder,"/ˈbɔədə/"
boardroom,"/ˈbɔɹdˌɹuːm/"
boards,"/bɔːdz/"
boars,"/bɔːz/"
boast,"/bəʊst/"
boasted,"/ˈbəʊstɪd/"
boasting,"/ˈboʊstɪŋ/"
boated,"/ˈbəʊtɪd/"
boater,"/ˈbɐʉt.ɘ/"
boathouse,"/ˈboʊtˌhaʊs/"
boating,"/ˈbəʊtɪŋ/"
boats,"/bəʊts/"
boatswain,"/ˈboʊ.sən/"
bobble,"/ˈbɒbəl/"
bobcat,"/ˈbɒbkæt/"
bobtail,"/ˈbɑbteɪl/"
bode,"/bəʊd/"
boded,"/ˈbəʊdɪd/"
bodes,"/bəʊdz/"
bodice,"/ˈbɒdɪs/"
bodily,"/ˈbɒdɪli/"
boding,"/ˈbəʊdɪŋ/"
body,"/ˈbɒdi/"
bodybuilding,"/ˈbɒdiˌbɪldɪŋ/"
bodyguard,"/ˈbɒdiɡɑːd/"
bogeyman,"/ˈbuɡiˌmæn/"
bohemian,"/boʊˈhimi.ən/"
boil,"/bɔɪl/"
boiled,"/bɔɪld/"
boiler,"/ˈbɔɪlə/"
boiling,"/ˈbɔɪlɪŋ/"
boils,"/bɔɪlz/"
boisterous,"/ˈbɔɪstəɹəs/"
bold,"/bəʊld/"
bolder,"/ˈbəʊldə/"
boldly,"/ˈbəʊldli/"
boldness,"/ˈbəʊldnəs/"
bole,"/bɒʊl/"
bollard,"/ˈbɒlɑːd/"
bologna,"/bəˈlɒnjə/"
bolster,"/ˈbəʊlstə/"
bolt,"/bɒlt/"
bolted,"/ˈbəʊltɪd/"
bolts,"/bəʊlts/"
bomb,"/bɒm/"
bombard,"/ˈbɒmˌbɑːd/"
bombardier,"/ˌbɒm.bəˈdɪə/"
bombast,"/ˈbɒmbæst/"
bombing,"/ˈbɒmɪŋ/"
bombs,"/bɒmz/"
bonanza,"/bəˈnænzə/"
bond,"/bɒnd/"
bondage,"/ˈbɒn.dɪd͡ʒ/"
bonds,"/bɒndz/"
bone,"/bəʉn/"
bones,"/bəʊnz/"
bonfire,"/ˈbɒnˌfaɪ.ə/"
bong,"/bɒŋ/"
bonobo,"/bəˈnəʊ̯ˌbəʊ̯/"
bonsai,"/ˈbɒnsaɪ/"
bonus,"/ˈbəʊ.nəs/"
bony,"/ˈbəʊni/"
boo,"/buː/"
boobies,"/ˈbuːbiz/"
booby,"/ˈbuːbi/"
booed,"/buːd/"
book,"/buːk/"
bookcase,"[ˈbʊkːeɪs]"
booked,"/bʊkt/"
bookie,"/ˈbʊki/"
booking,"/ˈbʊkɪŋ/"
bookings,"/ˈbʊkɪŋz/"
bookkeeper,"/bʌʔˈkiː.pə(ɹ)/"
booklet,"/ˈbʊk.lət/"
bookmaker,"/ˈbʊkmeɪkəɹ/"
bookmark,"/ˈbʊkmɑɹk/"
books,"/bʊks/"
bookseller,"/ˈbʊksɛlɚ/"
bookshelf,"/ˈbʊkˌʃɛlf/"
bookworm,"/ˈbʊk.wɜːm/"
boomed,"/buːmd/"
boomer,"/ˈbʉːmə/"
boomerang,"/ˈbuːməɹæŋ/"
booming,"/ˈbuːmɪŋ/"
booms,"/buːmz/"
boon,"/buːn/"
boons,"/buːnz/"
boor,"/bʊə/"
boorish,"/ˈbʊəɹɪʃ/"
boos,"/buːz/"
boost,"/buːst/"
booth,"/buːð/"
booths,"/buːðz/"
boots,"/buːts/"
bootstrap,"/ˈbuːtˌstɹæp/"
booty,"/ˈbuːti/"
booze,"/buːz/"
bop,"/bɒp/"
border,"/ˈbɔədə/"
borders,"/bɔːdəz/"
bore,"/bɔː/"
boreal,"/ˈbɔːɹɪəl/"
bored,"/bɔːd/"
boredom,"/ˈbɔː.dəm/"
borer,"/ˈbɔːɹə/"
bores,"/bɔːz/"
boring,"/ˈbɔːɹɪŋ/"
born,"/ˈbɔːn/"
borne,"/bɔːn/"
boron,"/ˈbɔːˌɹɒn/"
borough,"/ˈbʌɹə/"
borrow,"/ˈbɔɹoʊ/"
borrowed,"/ˈbɔɹoʊd/"
borrower,"/ˈbɔɹəuə/"
bosom,"/ˈbʊz(ə)m/"
boson,"/ˈbəʊ.zɒn/"
boss,"/bɑs/"
bossy,"/ˈbɑsi/"
botanist,"/ˈbɒt.ən.ɪst/"
botany,"/-ɪ/"
botch,"/bɒt͡ʃ/"
both,"/bəʊθ/"
bother,"[ˈbɔðə(ɹ)]"
bothy,"/ˈbʌhi/"
bottle,"/ˈbɑ.təl/"
bottles,"/ˈbɒtl̩z/"
bottom,"/ˈbɒtəm/"
bottomless,"/ˈbɒtm̩.ləs/"
bottoms,"/ˈbɒt.əms/"
botulism,"/ˈbɒt.jʊl.ɪz.əm/"
boudoir,"/ˈbuːdwɑː/"
bouffant,"/ˈbuːfɑ̃/"
bough,"/baʊ/"
boughs,"/baʊz/"
bought,"/bɔːt/"
boulder,"/ˈbəʊl.də(ɹ)/"
boulevard,"/ˈbʊləvɑɹd/"
bounce,"/baʊns/"
bounced,"/baʊnst/"
bounces,"/ˈbaʊnsɪz/"
bouncier,"/ˈbaʊnsiə/"
bounciest,"/ˈbaʊnsi.ɪst/"
bouncing,"/ˈbaʊnsɪŋ/"
bouncy,"/ˈbaʊnsi/"
bound,"/ˈbaʊnd/"
bounded,"/ˈbaʊndɪd/"
bounding,"/ˈbaʊndɪŋ/"
bounds,"/baʊndz/"
bounteous,"/ˈbaʊntiəs/"
bounties,"/ˈbaʊntiz/"
bountiful,"/ˈbaʊntɪfʌl/"
bounty,"/ˈbaʊnti/"
bouquet,"/boʊˈkeɪ/"
bourgeois,"/bəːˈdʒɔɪs/"
bourgeoisie,"/ˌbʊə(ɹ)ʒwɑːˈziː/"
bout,"/bʌʊt/"
boutique,"/buːˈtiːk/"
bouts,"/ˈbaʊts/"
bow,"/bəʊ/"
bow,"/baʊ/"
bowed,"/baʊd/"
bowed,"/bəʊd/"
bowel,"/baʊl/"
bowels,"/baʊ.əlz/"
bower,"/baʊ.əɹ/"
bowl,"/bəʊɫ/"
bowls,"/bəʊlz/"
bowman,"/ˈbəʊmən/"
bowman,"/ˈbaʊmən/"
bows,"/baʊz/"
bowsprit,"/ˈbəʊspɹɪt/"
bowstring,"/ˈbəʊstɹɪŋ/"
boxed,"/bɒkst/"
boxer,"/ˈbɒksə/"
boxes,"/ˈbɒksɪz/"
boxing,"/ˈbɒksɪŋ/"
boy,"/bɔːə/"
boycott,"/ˈbɔɪkɒt/"
boyfriend,"/ˈbɔɪfɹənd/"
boyhood,"/ˈbɔɪˌhʊd/"
boyish,"/ˈbɔɪ.ɪʃ/"
boys,"/bɔɪz/"
bra,"/bɹɑː/"
brace,"/bɹeɪs/"
braced,"/bɹeɪst/"
bracelet,"/ˈbɹeɪslət/"
bracer,"/ˈbɹeɪsə/"
braces,"/ˈbɹeɪsɪz/"
bracing,"/ˈbɹeɪsɪŋ/"
bracken,"/ˈbɹækən/"
bracket,"/ˈbɹækɪt/"
brackets,"/ˈbɹækɪts/"
brackish,"/ˈbɹækɪʃ/"
